0.6477375633039665,0.9900000000000004
0.6480592569489966,0.9800000000000004
0.6500000000000001,0.9756927219995799
0.6537043043157097,0.9700000000000004
0.6589054635175284,0.9600000000000004
0.6600000000000001,0.9584620200810372
0.6642471697531516,0.9500000000000004
0.6675542477046692,0.9400000000000004
0.6700000000000002,0.9354196310928728
0.6724522844555547,0.9300000000000004
0.67267432369295,0.9200000000000004
0.6800000000000002,0.9132129740786219
0.6820698936631551,0.9100000000000004
0.6832420249659226,0.9000000000000004
0.6900000000000002,0.8901206425503676
0.6900766300608296,0.8900000000000003
0.6933162456091763,0.8800000000000003
0.6975656728924134,0.8700000000000003
0.7000000000000002,0.8650921687332507
0.7062523278523154,0.8600000000000003
0.7083501945661295,0.8500000000000003
0.7100000000000002,0.8442389609748906
0.7127553251798129,0.8400000000000003
0.7200000000000002,0.8310267318526666
0.7209510717412744,0.8300000000000003
0.7273534659876573,0.8200000000000003
0.7300000000000002,0.8151477690605149
0.7329786031769528,0.8100000000000003
0.7390751267854793,0.8000000000000003
0.7400000000000003,0.7985156031106685
0.7465970886175578,0.7900000000000003
0.7500000000000002,0.7847740328062753
0.7530114604183609,0.7800000000000002
0.7598125473229262,0.7700000000000001
0.7600000000000002,0.7697565586952096
0.76722122773738,0.7600000000000002
0.7700000000000002,0.756658599209765
0.775952419367236,0.7500000000000002
0.7800000000000002,0.7438403947749839
0.7830402241866996,0.7400000000000002
0.7891249006805792,0.7300000000000002
0.7900000000000003,0.7287964527532549
0.7966351491665846,0.7200000000000002
0.8000000000000003,0.7164419844676724
0.8065490300732746,0.7100000000000002
0.8100000000000003,0.7057989724109637
0.8148072926751033,0.7000000000000002
0.8200000000000003,0.6932762594648618
0.8234485674478182,0.6900000000000002
0.8298670692393956,0.68
0.8300000000000003,0.6797948337470215
0.8385645469226028,0.6700000000000002
0.8400000000000004,0.6686711754282116
0.8486908917224246,0.6600000000000001
0.8500000000000002,0.6586361883349774
0.8588224547593344,0.6500000000000001
0.8600000000000004,0.648741860817438
0.867803824370514,0.6400000000000001
0.8700000000000003,0.637735600639615
0.8783406266116003,0.6300000000000001
0.8800000000000003,0.6283201092494666
0.8881787727825037,0.6200000000000001
0.8900000000000005,0.6180312008346949
0.8987357519248258,0.6100000000000001
0.9000000000000004,0.6087427396717039
0.9074839705653143,0.6000000000000001
0.9100000000000003,0.5977175188935113
0.9193584772601251,0.59
0.9200000000000004,0.5893445924850423
0.9300000000000004,0.5806400259493976
0.9308943566897337,0.5800000000000001
0.9400000000000004,0.5718153014464674
0.9422474464043822,0.5700000000000001
0.9500000000000004,0.5637399576922355
0.9546080855261654,0.56
0.9600000000000004,0.5544358090719339
0.9653918655167906,0.55
0.9700000000000004,0.5470525723473751
0.9778481762317575,0.54
0.9800000000000004,0.5384645352391799
0.9900000000000004,0.530803411895321
